0,b2:6c:ac:9f:f1:c5,paysday,2,-82.0,32.104120940418746,35.20909271850671,685.0,2017-12-03 08:54:03,Approx. w-center algo1
1,b2:6c:ac:a0:7b:4d,magneto,11,-78.0,32.10406321,35.20902709,685.0,2017-12-03 08:54:03,Approx. w-center algo1
2,1c:b9:c4:95:41:77, ,44,-82.0,32.10423611,35.21138319,700.0,2017-12-03 08:55:48,Approx. w-center algo1
3,1c:b9:c4:15:fd:48,Ariel_University,1,-71.0,32.10383800023347,35.21000470799794,698.6908557589474,2017-12-03 09:06:58,Approx. w-center algo1
4,3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,6,-67.0,32.10293021193009,35.20969477899787,707.5519127398215,2017-12-03 09:08:16,Approx. w-center algo1
5,1c:b9:c4:16:e5:a8,Ariel_University,6,-81.0,32.10340998113717,35.209694768890756,704.4103268040734,2017-12-03 09:03:13,Approx. w-center algo1
6,1c:b9:c4:95:ec:37, ,36,-78.0,32.102958014085566,35.20967774027979,707.8478868628163,2017-12-03 09:08:16,Approx. w-center algo1
7,8c:0c:90:2f:d3:d8,Ariel_University,11,-78.0,32.10412387,35.21091349,700.0,2017-12-03 08:55:40,Approx. w-center algo1
8,1c:b9:c4:14:2c:3c,Ariel_University,52,-67.0,32.10270218508834,35.20982755214132,710.1110186443369,2017-12-03 09:09:37,Approx. w-center algo1
9,1c:b9:c4:16:f4:78,Ariel_University,1,-77.0,32.10285049573269,35.20887728427357,686.3118177377052,2017-12-03 08:54:39,Approx. w-center algo1
10,8c:0c:90:2d:75:e8,Ariel_University,1,-77.0,32.10299286801841,35.2087247441551,686.1497893587143,2017-12-03 08:54:27,Approx. w-center algo1
11,1c:b9:c4:15:41:78,Ariel_University,1,-71.0,32.10443396039875,35.21083206837683,694.780305912792,2017-12-03 08:55:45,Approx. w-center algo1
12,1c:b9:c4:15:ec:38,Ariel_University,6,-78.0,32.10305306,35.20978446,693.0,2017-12-03 08:55:15,Approx. w-center algo1
13,1c:b9:c4:16:1d:78,Ariel_University,1,-81.0,32.10385601291003,35.20909369934647,687.0,2017-12-03 08:54:18,Approx. w-center algo1
14,1c:b9:c4:16:ed:3c,Ariel_University,44,-74.0,32.10296049325714,35.20969913393224,702.1428799579676,2017-12-03 09:00:27,Approx. w-center algo1
15,1c:b9:c4:15:1e:6c,Ariel_University,36,-83.0,32.10238084673325,35.21000653997084,712.1937426685497,2017-12-03 09:08:58,Approx. w-center algo1
16,1c:b9:c4:15:fd:e8,IT-MNG,11,-84.0,32.10481492,35.2114539,695.0,2017-12-03 08:56:02,Approx. w-center algo1
17,00:1a:dd:f5:df:c5,Afikim_Wifi,6,-87.0,32.10475343,35.21007474,689.0,2017-12-03 08:53:42,Approx. w-center algo1
18,b2:6c:ac:a0:3d:eb,sinusafe,3,-75.0,32.10406321,35.20902709,685.0,2017-12-03 08:54:03,Approx. w-center algo1
19,1c:b9:c4:16:ee:98,Ariel_University,6,-78.0,32.10275183405099,35.20948897614913,696.4616326009588,2017-12-03 09:04:27,Approx. w-center algo1
20,1c:b9:c4:96:f4:77, ,36,-81.0,32.10326981077673,35.20978049072905,710.877958639368,2017-12-03 09:07:25,Approx. w-center algo1
21,1c:b9:c4:12:7c:c8,Ariel_University,11,-73.0,32.10295457,35.208804300000004,686.0,2017-12-03 08:54:15,Approx. w-center algo1
22,1c:b9:c4:96:11:a7, ,44,-87.0,32.10268489619051,35.20979541943164,707.828047259109,2017-12-03 09:04:18,Approx. w-center algo1
23,1c:b9:c4:16:ed:48,Ariel_University,6,-83.0,32.103718923267124,35.21036012718466,697.529939046253,2017-12-03 08:55:40,Approx. w-center algo1
24,1c:b9:c4:95:fd:47, ,36,-88.0,32.10353904388322,35.20994639016426,710.4770498913509,2017-12-03 09:05:58,Approx. w-center algo1
25,24:79:2a:2c:5c:1c,Ariel_University,36,-84.0,32.103724904733575,35.21020742379761,710.7830608193167,2017-12-03 09:06:19,Approx. w-center algo1
26,1c:b9:c4:16:2d:e8,Ariel_University,11,-83.0,32.104759929925926,35.21030941016326,687.2863071626666,2017-12-03 08:53:36,Approx. w-center algo1
27,1c:b9:c4:15:1e:68,Ariel_University,1,-80.0,32.102505779588284,35.20955531051899,690.8556103218325,2017-12-03 08:54:42,Approx. w-center algo1
28,1c:b9:c4:96:ed:47, ,36,-91.0,32.103422735825944,35.2097119010955,704.24502290678,2017-12-03 09:03:10,Approx. w-center algo1
29,1c:b9:c4:96:ee:97, ,36,-85.0,32.10275085292877,35.20975955894632,707.6527664802024,2017-12-03 09:04:12,Approx. w-center algo1
30,a2:6c:ac:a0:18:29,artsim,6,-80.0,32.10440239,35.20946023,687.0,2017-12-03 08:53:54,Approx. w-center algo1
31,1c:b9:c4:12:af:7c,Ariel_University,40,-72.0,32.102984973516946,35.2096647694766,704.8276915373227,2017-12-03 09:03:57,Approx. w-center algo1
32,1c:b9:c4:14:2b:88,Ariel_University,11,-80.0,32.10337661635241,35.209958682147445,698.3196084604082,2017-12-03 09:03:22,Approx. w-center algo1
33,1c:b9:c4:95:ed:b7, ,48,-92.0,32.103422735825944,35.2097119010955,704.24502290678,2017-12-03 09:03:10,Approx. w-center algo1
34,1c:b9:c4:96:e5:a7, ,36,-90.0,32.10381009568773,35.21028362142391,710.9061260906689,2017-12-03 09:06:31,Approx. w-center algo1
35,ec:8c:a2:08:94:18,Ariel_University,1,-61.0,32.10307379422832,35.208807000377206,686.9664072843237,2017-12-03 08:54:18,Approx. w-center algo1
36,1c:b9:c4:12:90:b8,Ariel_University,11,-71.0,32.103156517673995,35.20952905002042,690.808214347335,2017-12-03 08:54:21,Approx. w-center algo1
37,1c:b9:c4:94:2b:87, ,44,-88.0,32.10337113537652,35.209710253406485,704.1006958412728,2017-12-03 09:03:07,Approx. w-center algo1
38,1c:b9:c4:16:1d:7c,Ariel_University,44,-89.0,32.103709233473644,35.20946173543435,698.1977167515367,2017-12-03 08:54:09,Approx. w-center algo1
39,ec:8c:a2:26:d3:68,Ariel_University,11,-64.0,32.10384103797771,35.2090194607844,684.6488641234462,2017-12-03 08:54:00,Approx. w-center algo1
40,1c:b9:c4:16:06:bc,Ariel_University,48,-72.0,32.10358508254194,35.210396203216405,699.1933277572543,2017-12-03 08:55:30,Approx. w-center algo1
41,24:79:2a:2b:07:bc,Ariel_University,36,-85.0,32.10369861480585,35.21017541181782,710.7485234469889,2017-12-03 09:06:16,Approx. w-center algo1
42,a2:6c:ac:a0:60:4d,incentive2,1,-70.0,32.10466627,35.20990936,687.0,2017-12-03 08:53:45,Approx. w-center algo1
43,1c:b9:c4:14:2b:c8,Ariel_University,6,-81.0,32.10484981771547,35.211049231927326,693.9879864159316,2017-12-03 08:56:08,Approx. w-center algo1
44,24:79:2a:2b:07:b8,Ariel_University,11,-77.0,32.10393488677658,35.21058834332795,702.2758435202542,2017-12-03 09:06:34,Approx. w-center algo1
45,a0:ab:1b:60:b4:ca,036518749,8,-87.0,32.10231423,35.209302195,690.0,2017-12-03 08:54:30,Approx. w-center algo1
46,1c:b9:c4:14:2f:68,Ariel_University,6,-63.0,32.10253876393597,35.20903517653164,688.1457311695476,2017-12-03 08:54:36,Approx. w-center algo1
47,24:79:2a:ac:5c:17, ,36,-85.0,32.103804451692376,35.210254888699964,710.9347988784789,2017-12-03 09:06:34,Approx. w-center algo1
48,1c:b9:c4:12:af:78,Ariel_University,11,-68.0,32.10319576548825,35.20988176878909,701.7107760412251,2017-12-03 09:10:00,Approx. w-center algo1
49,62:ab:1b:60:b4:cb,Bezeq Free,8,-78.0,32.10233468089862,35.2092084390981,688.91098172569,2017-12-03 08:54:36,Approx. w-center algo1
50,00:1d:aa:81:d8:3c,KCG-ADSL,3,-62.0,32.10291687935149,35.20993974911515,698.9250664084395,2017-12-03 09:04:09,Approx. w-center algo1
51,1c:b9:c4:95:1e:67, ,36,-83.0,32.10238084673325,35.21000653997084,712.1937426685497,2017-12-03 09:08:58,Approx. w-center algo1
52,1c:b9:c4:92:af:77, ,40,-72.0,32.102963777631324,35.20968967709112,704.7471856325684,2017-12-03 09:03:57,Approx. w-center algo1
53,1c:b9:c4:16:28:f8,Ariel_University,6,-73.0,32.102587651350355,35.20911465444877,688.1025051333153,2017-12-03 08:54:30,Approx. w-center algo1
54,1c:b9:c4:16:28:e8,Ariel_University,1,-65.0,32.103399625399234,35.20887450174622,685.700714863043,2017-12-03 08:54:12,Approx. w-center algo1
55,1c:b9:c4:15:42:68,Ariel_University,11,-85.0,32.104857024876544,35.210807843935434,690.0233910129266,2017-12-03 08:53:08,Approx. w-center algo1
56,1c:b9:c4:16:11:a8,Ariel_University,1,-73.0,32.102545849511806,35.20941177843704,690.7003681992676,2017-12-03 08:54:30,Approx. w-center algo1
57,1c:b9:c4:15:44:88,Ariel_University,6,-77.0,32.10458831106194,35.21104487035398,692.796460176991,2017-12-03 08:55:51,Approx. w-center algo1
58,a2:6c:ac:a0:7b:4d,Guest,11,-71.0,32.1047907801037,35.21015409343817,688.5715257118572,2017-12-03 08:53:42,Approx. w-center algo1
59,1c:b9:c4:96:1d:77, ,44,-90.0,32.10381009568773,35.21028362142391,710.9061260906689,2017-12-03 09:06:31,Approx. w-center algo1
60,1c:b9:c4:14:2b:8c,Ariel_University,44,-82.0,32.10332786597918,35.20965551102127,704.8397895237058,2017-12-03 09:03:19,Approx. w-center algo1
61,ec:8c:a2:08:78:cc,Ariel_University,48,-85.0,32.10282362,35.20871899,688.0,2017-12-03 08:54:27,Approx. w-center algo1
62,8c:0c:90:2e:e8:18,Ariel_University,6,-90.0,32.10366280622974,35.20997695154486,711.1571521241567,2017-12-03 09:06:55,Approx. w-center algo1
63,1c:b9:c4:14:2b:d8,Ariel_University,1,-69.0,32.10220501425742,35.20936592497334,689.6115765422695,2017-12-03 08:54:36,Approx. w-center algo1
64,1c:b9:c4:96:d2:87, ,44,-83.0,32.103126799123665,35.20918233035737,695.5706069066978,2017-12-03 08:54:21,Approx. w-center algo1
65,24:79:2a:2b:bd:8c,Ariel_University,44,-83.0,32.103754328139765,35.21024296825823,710.8162814862263,2017-12-03 09:06:22,Approx. w-center algo1
66,34:8f:27:20:8c:18,Ariel_University,6,-86.0,32.102796625,35.208847085,687.5,2017-12-03 08:54:18,Approx. w-center algo1
67,1c:b9:c4:94:30:37, ,44,-79.0,32.10296049325714,35.20969913393224,702.1428799579676,2017-12-03 09:00:27,Approx. w-center algo1
68,02:21:5c:af:69:82,DIRECT-IRDESKTOP-ETE41T5msTU,36,-90.0,32.10262449933767,35.20987440650553,707.9141706050168,2017-12-03 09:04:24,Approx. w-center algo1
69,1c:b9:c4:16:f1:98,Ariel_University,11,-73.0,32.1024752358093,35.208922693241675,686.5066386555658,2017-12-03 08:54:39,Approx. w-center algo1
70,74:ea:3a:ad:d1:50,TP-LINK_ADD150,4,-69.0,32.10464282796882,35.20987861646541,687.7614554178328,2017-12-03 08:53:48,Approx. w-center algo1
71,1c:b9:c4:15:1c:bc,Ariel_University,36,-84.0,32.10371197783737,35.21003935734618,711.0753764021061,2017-12-03 09:06:49,Approx. w-center algo1
72,30:e1:71:0f:a2:49,DIRECT-47-HP DeskJet 3630 series,6,-79.0,32.102689713395726,35.209867804165086,711.8977402734589,2017-12-03 09:09:37,Approx. w-center algo1
73,1c:b9:c4:14:33:c8,Ariel_University,11,-75.0,32.10259991119283,35.209099403179636,688.8197664584148,2017-12-03 08:54:27,Approx. w-center algo1
74,1c:b9:c4:14:30:38,Ariel_University,1,-72.0,32.10310980632015,35.209879561491825,701.8179814520319,2017-12-03 09:04:03,Approx. w-center algo1
75,ec:8c:a2:26:b1:78,Ariel_University,1,-69.0,32.102379398750216,35.20919202731103,689.3832804939096,2017-12-03 08:54:30,Approx. w-center algo1
76,1c:b9:c4:16:f4:7c,Ariel_University,36,-84.0,32.10282362,35.20871899,688.0,2017-12-03 08:54:27,Approx. w-center algo1
77,1c:b9:c4:16:28:ec,Ariel_University,36,-84.0,32.10374932461536,35.21009736641098,711.04240246276,2017-12-03 09:06:46,Approx. w-center algo1
78,1c:b9:c4:16:05:78,Ariel_University,6,-80.0,32.10475928403476,35.21038662614265,690.878442775598,2017-12-03 08:53:45,Approx. w-center algo1
79,1c:b9:c4:15:23:58,Ariel_University,6,-79.0,32.10422291573444,35.209310300322294,686.4634635377989,2017-12-03 08:54:06,Approx. w-center algo1
80,d8:5d:4c:9e:69:22,AUC_4_2_24,1,-78.0,32.10366799843056,35.21017234655463,699.8775257427835,2017-12-03 09:03:19,Approx. w-center algo1
81,60:e3:27:7b:e0:98,HelpDesk,4,-83.0,32.103724904733575,35.21020742379761,710.7830608193167,2017-12-03 09:06:19,Approx. w-center algo1
82,24:79:2a:ab:bd:87, ,44,-84.0,32.103724904733575,35.21020742379761,710.7830608193167,2017-12-03 09:06:19,Approx. w-center algo1
83,1c:b9:c4:14:33:cc,Ariel_University,48,-86.0,32.10244119,35.20884914,686.0,2017-12-03 08:54:33,Approx. w-center algo1
84,1c:b9:c4:15:3d:6c,Ariel_University,44,-84.0,32.10246120400514,35.209976991172944,711.9289257491877,2017-12-03 09:09:21,Approx. w-center algo1
85,e4:95:6e:40:87:1a,OOP_course,1,-12.0,32.10298811526831,35.20966517514508,702.0409029813914,2017-12-03 09:01:37,Approx. w-center algo1
86,00:02:6f:8e:64:67, ,1,-91.0,32.10419361,35.20917533,685.0,2017-12-03 08:54:00,Approx. w-center algo1
87,24:79:2a:2c:5b:d8,Ariel_University,1,-78.0,32.10410349065198,35.21009590745047,698.2061989487828,2017-12-03 08:53:51,Approx. w-center algo1
88,8c:0c:90:ad:75:e3, ,1,-76.0,32.10282362,35.20871899,688.0,2017-12-03 08:54:27,Approx. w-center algo1
89,1c:b9:c4:16:d2:88,Ariel_University,11,-77.0,32.10323197897321,35.20881018142672,685.9999999999999,2017-12-03 08:54:15,Approx. w-center algo1
90,ec:8c:a2:26:b0:e8,Ariel_University,6,-84.0,32.10367975381124,35.20894815836978,684.4882369222253,2017-12-03 08:54:21,Approx. w-center algo1
91,90:6c:ac:a0:7b:4d,EVE,11,-69.0,32.1047375133588,35.210052631363084,687.4086695278969,2017-12-03 08:53:45,Approx. w-center algo1
92,00:11:6b:11:02:b7,yosh,1,-81.0,32.10199722,35.2098381,693.0,2017-12-03 08:54:48,Approx. w-center algo1
93,1c:b9:c4:16:cc:d8,Ariel_University,1,-76.0,32.104198361484926,35.20919350139246,685.5370355129237,2017-12-03 08:54:03,Approx. w-center algo1
94,90:6c:ac:9f:f1:c5,CliClap,2,-82.0,32.1040048072602,35.20920836265235,686.5295599244386,2017-12-03 08:53:51,Approx. w-center algo1
95,00:11:6b:11:7e:0c,yosh,1,-84.0,32.104653167283665,35.210920243042985,691.3914040114612,2017-12-03 08:53:36,Approx. w-center algo1
96,c2:6c:ac:9f:fb:1f,shapedo,1,-82.0,32.1045210260075,35.2097242081525,686.518181150371,2017-12-03 08:53:39,Approx. w-center algo1
97,70:5a:0f:57:04:17,DIRECT-B1-HP DeskJet 3830 series,11,-74.0,32.10466627,35.20990936,687.0,2017-12-03 08:53:45,Approx. w-center algo1
98,c4:12:f5:f6:a0:18,lab_6.1.3,3,-80.0,32.10260082212844,35.209431102770644,690.348623853211,2017-12-03 08:54:39,Approx. w-center algo1
99,8c:0c:90:2e:16:88,Ariel_University,11,-80.0,32.10351562604915,35.209225923213786,694.6152531494746,2017-12-03 09:07:13,Approx. w-center algo1
100,90:6c:ac:a0:60:4d,Guest,1,-69.0,32.10466627,35.20990936,687.0,2017-12-03 08:53:45,Approx. w-center algo1
101,1c:b9:c4:15:ed:48,Ariel_University,1,-80.0,32.10457392516854,35.21121279369665,694.3731327833337,2017-12-03 08:55:54,Approx. w-center algo1
102,2a:56:5a:9e:2e:ce,DIRECT-ce-HP M426 LaserJet,6,-77.0,32.10273836386316,35.209856687440386,711.9071836194796,2017-12-03 09:09:40,Approx. w-center algo1
103,1c:b9:c4:15:1c:b8,Ariel_University,1,-75.0,32.10385179783402,35.210022168124276,696.2530309269264,2017-12-03 09:03:19,Approx. w-center algo1
104,1c:b9:c4:56:cd:18,Ariel_University,1,-92.0,32.10476714,35.2115156,696.0,2017-12-03 08:56:00,Approx. w-center algo1
105,1c:b9:c4:16:11:ac,Ariel_University,44,-90.0,32.10282362,35.20871899,688.0,2017-12-03 08:54:27,Approx. w-center algo1
106,1c:b9:c4:14:30:3c,Ariel_University,44,-76.0,32.10296049325714,35.20969913393224,702.1428799579676,2017-12-03 09:00:27,Approx. w-center algo1
107,1c:b9:c4:96:28:e7, ,36,-85.0,32.10374932461536,35.21009736641098,711.04240246276,2017-12-03 09:06:46,Approx. w-center algo1
108,1c:b9:c4:16:cd:18,IT-MNG,1,-93.0,32.10476714,35.2115156,696.0,2017-12-03 08:56:00,Approx. w-center algo1
109,1c:b9:c4:15:ed:3c,Ariel_University,36,-91.0,32.10351072327457,35.20990554493647,710.4194107445186,2017-12-03 09:05:55,Approx. w-center algo1
110,ec:8c:a2:08:78:c8,Ariel_University,6,-77.0,32.103295891783304,35.20881909642111,686.0,2017-12-03 08:54:12,Approx. w-center algo1
111,1c:b9:c4:95:1c:b7, ,36,-90.0,32.10303985479879,35.20968826555523,703.11594160034,2017-12-03 09:02:43,Approx. w-center algo1
112,1c:b9:c4:14:2b:dc,Ariel_University,36,-74.0,32.10219234,35.20946628000001,690.0,2017-12-03 08:54:36,Approx. w-center algo1
113,24:79:2a:2b:bd:88,Ariel_University,11,-72.0,32.10392738556718,35.21056694548898,702.5738638553062,2017-12-03 09:06:37,Approx. w-center algo1
114,40:a5:ef:7a:17:f2,2.4V1,1,-76.0,32.10282339039982,35.20991045165441,705.8336904683651,2017-12-03 08:55:15,Approx. w-center algo1
115,f8:d1:11:77:77:c6,HelpDesk,4,-70.0,32.10250336058843,35.20915268495413,689.9376779500158,2017-12-03 08:54:27,Approx. w-center algo1
116,ec:8c:a2:08:94:1c,Ariel_University,44,-70.0,32.1020322,35.20935702,688.9999999999999,2017-12-03 08:54:42,Approx. w-center algo1
117,1c:b9:c4:15:ec:3c,Ariel_University,36,-77.0,32.10299183694778,35.20967240121148,704.9567757385055,2017-12-03 09:03:57,Approx. w-center algo1
118,1c:b9:c4:16:ed:38,Ariel_University,6,-71.0,32.10340144208761,35.2101130151833,700.9445360411044,2017-12-03 09:04:03,Approx. w-center algo1
119,1c:b9:c4:96:ed:37, ,44,-77.0,32.10302084566238,35.20966436966361,702.8302348628025,2017-12-03 09:02:34,Approx. w-center algo1
120,1c:b9:c4:16:06:b8,Ariel_University,11,-67.0,32.10353368127312,35.20995845094219,702.6309578676634,2017-12-03 09:06:01,Approx. w-center algo1
121,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-82.0,32.10363047533494,35.21005058122789,710.6278805201182,2017-12-03 09:06:07,Approx. w-center algo1
122,1c:b9:c4:15:fd:4c,Ariel_University,36,-83.0,32.10351072327457,35.20990554493647,710.4194107445186,2017-12-03 09:05:55,Approx. w-center algo1
123,24:79:2a:ab:07:b7, ,36,-87.0,32.103724904733575,35.21020742379761,710.7830608193167,2017-12-03 09:06:19,Approx. w-center algo1
124,1c:b9:c4:15:25:48,Ariel_University,1,-80.0,32.10483179488688,35.21036962696832,686.9999999999999,2017-12-03 08:53:45,Approx. w-center algo1
125,1c:b9:c4:16:f1:5c,Ariel_University,52,-75.0,32.103245195129944,35.20977923841684,707.2504239181122,2017-12-03 09:07:10,Approx. w-center algo1
126,1c:b9:c4:16:05:38,Ariel_University,11,-75.0,32.104242165845505,35.209594888180874,686.3675018546089,2017-12-03 08:53:42,Approx. w-center algo1
127,00:18:25:12:72:f0,Coolnet-Hotspot,7,-92.0,32.102838751582816,35.209782211668895,708.2738390199131,2017-12-03 09:04:45,Approx. w-center algo1
128,1c:b9:c4:15:3a:38,Ariel_University,11,-76.0,32.10242359582025,35.20967867124845,691.265094546251,2017-12-03 08:54:45,Approx. w-center algo1
129,e0:10:7f:1a:bd:98,Ariel_University,6,-88.0,32.10376365,35.20883622,686.0,2017-12-03 08:54:09,Approx. w-center algo1
130,1c:b9:c4:15:44:58,Ariel_University,11,-77.0,32.10488368580437,35.2109278899666,691.4192044864503,2017-12-03 08:53:24,Approx. w-center algo1
131,1c:b9:c4:96:f1:57, ,52,-82.0,32.10340998113717,35.209694768890756,704.4103268040734,2017-12-03 09:03:13,Approx. w-center algo1
132,1c:b9:c4:14:2c:38,Ariel_University,6,-76.0,32.10274869091711,35.20982946116112,708.1143382027363,2017-12-03 09:04:39,Approx. w-center algo1
133,1c:b9:c4:95:3a:37, ,44,-80.0,32.10238084673325,35.21000653997084,712.1937426685497,2017-12-03 09:08:58,Approx. w-center algo1
134,1c:b9:c4:16:2b:e8,Ariel_University,6,-83.0,32.104862322887676,35.21078094147116,692.7648360769124,2017-12-03 08:53:39,Approx. w-center algo1
135,1c:b9:c4:15:ed:38,Ariel_University,6,-87.0,32.10360315832744,35.210005054877556,710.5814622101553,2017-12-03 09:06:04,Approx. w-center algo1
136,1c:b9:c4:96:05:37, ,36,-83.0,32.10466627,35.20990936,687.0,2017-12-03 08:53:45,Approx. w-center algo1
137,c2:6c:ac:a0:7b:4d,outsense,11,-67.0,32.10474329561255,35.21006092041865,687.9477800510779,2017-12-03 08:53:45,Approx. w-center algo1
138,24:79:2a:2c:5c:18,Ariel_University,11,-81.0,32.104014359999994,35.210791515000004,697.0000000000001,2017-12-03 08:55:30,Approx. w-center algo1
139,00:27:22:f3:bb:2b, ,6,-87.0,32.1036535872341,35.21010138636458,710.6710794188068,2017-12-03 09:06:10,Approx. w-center algo1
140,1c:b9:c4:94:2c:37, ,52,-85.0,32.10262260926248,35.209892845310286,707.959321655685,2017-12-03 09:04:30,Approx. w-center algo1
